30828 | 3.26 | 147.40 | 466.00
30931 | 3.26 | 142.60 | 466.00
31034 | 3.26 | 143.80 | 468.00
31137 | 3.26 | 147.40 | 482.00
31240 | 3.26 | 93.30 | 308.00
31343 | 3.26 | 148.40 | 482.00
31446 | 3.26 | 148.50 | 478.00
31549 | 3.26 | 142.80 | 466.00
31652 | 3.28 | 71.10 | 236.00
31755 | 3.28 | 72.20 | 236.00
31858 | 3.26 | 70.50 | 232.00
31961 | 3.28 | 70.70 | 232.00
32064 | 3.28 | 70.50 | 232.00
32167 | 3.28 | 70.50 | 232.00
32270 | 3.28 | 71.00 | 232.00
32373 | 3.29 | 71.30 | 232.00
32476 | 3.28 | 70.90 | 232.00
32579 | 3.28 | 70.00 | 230.00
32682 | 3.28 | 70.10 | 230.00
32785 | 3.27 | 81.50 | 240.00
32888 | 3.28 | 70.30 | 232.00
32991 | 3.26 | 150.80 | 492.00
33094 | 3.28 | 71.40 | 240.00
33197 | 3.28 | 70.20 | 230.00
33300 | 3.28 | 70.40 | 232.00
33403 | 3.29 | 70.60 | 232.00
33506 | 3.28 | 70.80 | 232.00
33609 | 3.28 | 70.90 | 232.00
33712 | 3.29 | 71.20 | 232.00
33815 | 3.28 | 72.20 | 236.00
33918 | 3.29 | 70.70 | 232.00
34021 | 3.28 | 70.30 | 232.00
34124 | 3.28 | 70.50 | 232.00
34227 | 3.29 | 49.40 | 164.00
34330 | 3.29 | 50.60 | 168.00
34433 | 3.27 | 126.70 | 412.00
34536 | 3.29 | 51.30 | 164.00
34639 | 3.29 | 50.30 | 164.00
34742 | 3.29 | 50.30 | 164.00
34845 | 3.29 | 51.50 | 168.00
34948 | 3.29 | 50.00 | 164.00
35051 | 3.28 | 50.50 | 168.00
35154 | 3.29 | 51.20 | 174.00
35257 | 3.29 | 49.80 | 164.00
35360 | 3.28 | 70.60 | 232.00
35463 | 3.29 | 69.80 | 232.00
35566 | 3.28 | 70.40 | 232.00
35669 | 3.29 | 70.80 | 232.00
35772 | 3.28 | 70.80 | 232.00
35875 | 3.28 | 72.00 | 236.00
35978 | 3.29 | 70.50 | 232.00
36081 | 3.28 | 70.20 | 230.00
36184 | 3.28 | 71.90 | 236.00
36287 | 3.28 | 70.80 | 232.00
36390 | 3.28 | 70.30 | 232.00
36493 | 3.28 | 71.80 | 236.00
36596 | 3.28 | 70.80 | 230.00
36699 | 3.28 | 70.10 | 230.00
36802 | 3.29 | 70.70 | 232.00
36905 | 3.28 | 71.90 | 232.00
37008 | 3.28 | 70.60 | 232.00
37111 | 3.28 | 71.10 | 232.00
37214 | 3.28 | 71.30 | 236.00
37317 | 3.28 | 70.90 | 232.00
37420 | 3.28 | 70.40 | 232.00
37523 | 3.28 | 70.50 | 236.00
37626 | 3.28 | 70.50 | 232.00
37729 | 3.28 | 70.70 | 232.00
37832 | 3.28 | 70.90 | 232.00
37935 | 3.28 | 70.60 | 232.00
38038 | 3.28 | 70.00 | 230.00
38141 | 3.28 | 70.10 | 230.00
38244 | 3.29 | 72.50 | 240.00
38347 | 3.28 | 70.00 | 230.00
38450 | 3.28 | 70.40 | 232.00
38553 | 3.28 | 72.20 | 236.00
38656 | 3.28 | 70.20 | 230.00
38759 | 3.28 | 70.90 | 232.00
38862 | 3.29 | 71.10 | 232.00
38965 | 3.28 | 70.50 | 232.00
39068 | 3.29 | 71.70 | 236.00
39171 | 3.29 | 71.30 | 232.00
39274 | 3.28 | 72.50 | 230.00
39377 | 3.29 | 70.70 | 232.00
39480 | 3.28 | 70.10 | 230.00
39583 | 3.28 | 70.50 | 236.00
39686 | 3.28 | 70.90 | 232.00
39789 | 3.28 | 70.40 | 232.00
39892 | 3.28 | 71.30 | 232.00
39995 | 3.29 | 70.40 | 232.00
40098 | 3.28 | 70.40 | 232.00
40201 | 3.29 | 48.80 | 160.00
40304 | 3.27 | 127.00 | 416.00
40407 | 3.29 | 50.10 | 168.00
40510 | 3.29 | 50.70 | 168.00
40613 | 3.29 | 51.90 | 170.00
40716 | 3.29 | 50.10 | 164.00
40819 | 3.29 | 50.30 | 168.00
40922 | 3.29 | 50.80 | 168.00
41025 | 3.29 | 50.10 | 164.00
41128 | 3.29 | 50.40 | 168.00
41231 | 3.28 | 71.00 | 232.00
